Filename,DecadePublished,YearPublished,Author,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1940_Tiffin et al.txt,1940,1940,Tiffin,172827,89.22,68.77,19.59,43.01,18.96,26.06,84.93,50.49,9.3,4.3,0.15,1.41,0.19,1.67,0.88,5,9.13,15.75,7.79,3.67,6.22,1.06,12.66,5.87,3.11,1.74,2.54,2.77,5.75,3.22,2.28,0.53,0.41,0.43,8.42,0.25,0.13,0.31,1.88,15.25,4.31,2.82,1.55,3.41,1.58,3.89,2.62,0.94,0.53,0.5,1.8,0.75,0.73,0.06,0.3,7.84,2.28,2.02,2.63,1.1,0.71,2.36,8.34,1.11,10.74,1.62,5.68,3.45,3.54,0.61,0.18,0.49,0.1,0.06,0.23,0.02,0.07,0.03,0.11,0,13.01,5.1,5.24,0.15,0.4,0.28,0.01,0.44,0,0.08,1.23,0.08
1942-Pillsbury & Pennington.txt,1940,1942,Pillsbury & Pennington,78854,97.07,53.84,28.1,37.13,16.35,28.23,80.62,46.98,5.79,1.58,0.12,0.31,0.05,0.54,0.56,4.21,10.91,16.64,6.77,2.71,5.69,0.59,11.02,6.08,3.36,1.26,3.04,2.66,3.37,1.93,1.29,0.35,0.22,0.23,4.47,0.03,0.06,0.04,0.88,14.08,4.32,3.39,1.08,2.99,1.36,3.14,3.2,1.37,0.35,0.45,2.12,1.27,0.68,0.12,0.25,5.7,1.02,1.79,1.96,0.99,0.56,2.78,7.19,0.86,11.55,1.61,6.11,3.85,3.99,0.29,0.04,0.31,0.08,0.03,0.26,0.01,0.1,0.03,0.13,0,15.37,6.16,4.75,0.07,0.13,0.06,0.04,0.55,0,0.16,1.23,2.2
1946-Munn.txt,1940,1946,Munn,218045,91.55,57.19,27.09,31.29,19.39,25.56,77.52,46.72,7.97,3.14,0.44,0.69,0.35,0.95,0.72,4.83,8.81,15.1,6.76,3.57,5.96,0.89,11.15,5.56,3.46,1.61,2.97,2.63,3.36,1.77,1.45,0.35,0.26,0.35,6.01,0.17,0.09,0.29,1.04,13.39,3.07,2.79,1.12,3.33,1.26,3.88,2.97,1.22,0.58,0.44,2.34,1.28,0.62,0.2,0.43,5.6,1.27,1.5,2.14,0.82,0.49,2.63,7.01,0.97,12.03,1.77,6.52,3.74,3.11,0.39,0.11,0.35,0.07,0.06,0.46,0.03,0.28,0.03,0.1,0.02,15.48,5.32,6.98,0.37,0.35,0.23,0.04,0.61,0.02,0.15,1.01,0.4
1948-Johnson.txt,1940,1948,Johnson,151856,92.73,62.42,25.62,40.73,21.91,25.38,83.06,48.96,7.59,3.02,0.14,0.36,0.13,1.46,0.94,4.56,9.62,15.99,7.03,3.42,6.88,0.79,11.4,6.1,3.34,1.65,2.91,2.97,4.47,2.56,1.73,0.48,0.36,0.3,7.3,0.26,0.16,0.42,1.56,13.14,3.38,2.39,1.1,3.45,1.42,3.67,2.46,1.08,0.45,0.41,1.78,0.76,0.63,0.1,0.34,7.76,1.56,2.11,3.06,1.2,0.63,2.09,7.93,1.11,12.43,1.59,7.03,3.84,4.16,0.54,0.18,0.52,0.11,0.06,0.28,0.01,0.12,0.03,0.12,0,13.4,4.52,7.15,0.17,0.14,0.17,0.03,0.53,0,0.07,0.44,0.17
1949-Guthrie_&_Edwards.txt,1940,1949,Guthrie_&_Edwards,89742,92.7,64.81,23.39,26.6,18.13,25.43,82.58,49.65,8.5,3.26,0.09,1.3,0.15,1.01,0.7,5.24,10.15,15.58,7.66,3.04,5.69,0.98,12.48,4.83,2.37,1.8,2.47,2.33,4.41,2.17,2.12,0.69,0.5,0.39,6.92,0.21,0.18,0.23,1.29,13.48,3.25,3.21,1.08,3.43,1.33,3.49,2.75,0.94,0.58,0.37,2.38,1.08,0.88,0.1,0.52,6.92,2.03,1.57,2.31,1.11,0.67,2.81,8.1,1.08,11.9,2.18,6.16,3.56,3.68,0.48,0.2,0.3,0.07,0.09,0.3,0.02,0.16,0.06,0.08,0,11.93,5.6,4.77,0.24,0.12,0.14,0,0.44,0,0.08,0.45,0.08
1949-Underwood.txt,1940,1949,Underwood,202620,94.11,53.98,26.47,30.1,19.85,26.91,79.45,47.92,6.81,2.22,0.15,1.16,0.15,0.4,0.35,4.59,10.27,15.47,8.26,3.18,5.04,1.03,13.22,5.52,3.48,1.53,3.83,3.31,3.1,1.63,1.37,0.29,0.27,0.21,4.2,0.01,0.03,0.02,0.43,16.09,3.87,4.53,1.6,3.41,1.58,3.32,2,0.84,0.24,0.26,0.85,0.3,0.24,0.02,0.32,7.11,1.96,1.99,1.98,1.04,0.73,3.77,7.13,1.32,11.89,1.68,6.37,3.83,3.93,0.24,0.1,0.26,0.03,0.02,0.31,0.01,0.21,0.03,0.07,0,12.5,5.13,4.16,0.26,0.27,0.13,0.01,0.8,0,0.12,1.49,0.13
1950-Bartley.txt,1950,1950,Bartley,121567,96.84,50.22,27.47,36.78,17.48,25.62,78.58,49.3,6.31,1.56,0.09,0.3,0.11,0.49,0.57,4.73,11.53,16.96,7.55,3.06,5.26,0.77,11.85,5.15,3.3,1.21,4.17,2.78,2.25,1.41,0.79,0.16,0.08,0.19,3.74,0.06,0.05,0.07,0.58,12.98,2.88,3.14,1.25,2.87,1.37,3.23,2.76,1.41,0.45,0.32,1.35,0.71,0.4,0.01,0.26,4.2,0.83,1.23,1.49,0.66,0.41,4.97,5.5,0.76,12.94,1.7,7.75,3.53,2.43,0.27,0.11,0.38,0.04,0.01,0.27,0.01,0.2,0.01,0.09,0,12.79,5.92,4.33,0.07,0.16,0.03,0,0.8,0,0.09,1.27,0.12
1953-Hilgard.txt,1950,1953,Hilgard,280435,93.42,69.34,21.39,37.02,19.39,26.84,82.83,47.83,7.9,3.64,0.2,0.84,0.23,1.51,0.86,4.26,9.27,16.15,6.81,3.31,5.91,0.86,11.8,5.35,3.07,1.51,3.28,2.56,4.81,2.64,2,0.48,0.49,0.34,8.47,0.41,0.09,0.47,1.72,13.49,3.73,2.73,1.39,3.08,1.02,3.42,1.95,0.87,0.29,0.34,1.58,0.45,0.65,0.12,0.41,8.8,2.3,2.33,3.24,1.3,0.8,2.86,7.7,1.08,11.8,1.79,6.35,3.64,5.12,0.61,0.22,0.45,0.07,0.08,0.26,0.02,0.1,0.03,0.11,0,13.37,5.15,4.96,0.21,0.29,0.17,0.01,0.84,0.03,0.16,1.44,0.13
1956-Kimble.txt,1950,1956,Kimble,178243,96.2,58.49,24.46,32.58,17.87,27.72,81.66,48.32,7.51,2.27,0.21,0.43,0.2,0.82,0.62,5.24,11.07,16.18,6.78,3.4,4.52,0.65,11,5.73,3.25,1.55,3.07,2.72,3.95,2.15,1.75,0.47,0.33,0.32,5.25,0.27,0.05,0.31,0.82,13.68,3.7,3.22,1.06,3.31,1.4,2.83,2.82,1.36,0.35,0.37,1.99,0.63,0.62,0.19,0.63,6.09,1.18,1.69,2.29,1.02,0.62,2.68,7.13,0.75,11.99,1.75,6.9,3.39,3.85,0.37,0.12,0.35,0.06,0.04,0.24,0.03,0.13,0.02,0.07,0,12.67,5.73,4.65,0.2,0.24,0.11,0,0.66,0.01,0.08,0.89,0.1
1956-Morgan.txt,1950,1956,Morgan,285040,88.18,66.83,22.73,30.55,16.93,26.09,82.96,49.32,9.05,3.77,0.08,1.12,0.39,1.05,1.13,5.28,8.73,15.16,7.44,4.13,6.29,0.89,12.16,5.62,3.14,1.39,2.73,3.32,4.19,2.17,1.89,0.48,0.49,0.3,7.76,0.19,0.07,0.15,1.16,14.62,3.53,2.86,1.34,3.72,1.55,3.93,2.91,1.26,0.6,0.4,2.16,0.88,0.85,0.1,0.44,7.35,2.05,1.99,2.43,1.07,0.65,1.94,8.77,1.03,11.36,1.47,6.64,3.27,4.1,0.43,0.12,0.33,0.12,0.06,0.28,0.02,0.11,0.05,0.11,0,13.69,5.97,5.77,0.17,0.19,0.11,0.01,0.44,0.01,0.06,0.78,0.16
1958-Krech & Crutchfield.txt,1950,1958,Krech & Crutchfield,338568,95.28,62.45,25.68,28.48,17.76,27.14,80.68,47.93,7.06,2.73,0.12,1.06,0.09,0.96,0.49,4.33,10.74,15.75,6.73,3.49,5.45,0.81,10.76,5.85,3.19,1.28,2.53,2.79,4.08,2.04,1.88,0.49,0.4,0.32,6.21,0.14,0.08,0.15,1.14,13.95,3.95,3.06,1.08,3.1,1.5,3.25,3.67,1.53,0.45,0.55,2.26,1.15,0.71,0.15,0.35,6.82,1.95,1.9,2.07,0.97,0.7,2.13,7.14,1.15,11.8,1.72,6.77,3.32,2.84,0.4,0.1,0.26,0.09,0.05,0.25,0.01,0.13,0.05,0.07,0,14.24,5.84,5.29,0.25,0.34,0.12,0.03,0.8,0.02,0.09,1.36,0.11
1958-Satrain.txt,1950,1958,Satrain,183863,85.9,74.52,23.56,41.23,17.08,24.86,84.56,51.62,10.32,4.58,0.1,2.44,0.08,1.12,0.84,5.74,8.94,15.4,8.02,4.13,6.41,0.91,12.78,5.55,3.32,1.79,2.35,3.38,4.2,2.43,1.57,0.41,0.32,0.26,9.16,0.23,0.09,0.25,1.26,15.75,4.21,2.8,1.36,4.01,1.57,4.08,2.57,1,0.36,0.5,1.58,0.75,0.51,0.05,0.33,8.87,3.61,1.9,2.51,1.07,0.63,2.26,8.83,1.14,10.77,1.41,6.44,2.9,3.79,0.38,0.14,0.3,0.2,0.04,0.24,0.01,0.09,0.06,0.08,0,14.18,5.72,5.65,0.2,0.17,0.33,0.02,0.59,0.15,0.12,1.07,0.16
1961-Sanford.txt,1960,1961,Sanford,242745,93.22,68.29,22.07,31.78,18.7,27.82,81.55,48.6,7.86,3.73,0.13,1.6,0.08,1.35,0.57,4.13,9.68,15.88,6.59,3.71,6.12,0.88,10.9,5.17,2.8,1.26,2.68,2.79,4.12,2.16,1.81,0.51,0.4,0.25,7.6,0.24,0.11,0.23,1.61,13.75,3.64,2.74,1.39,3.64,1.43,3.48,2.27,1.02,0.35,0.31,2.01,0.81,0.71,0.14,0.41,7.76,2.58,2.01,2.32,1.1,0.65,2,7.59,1.21,11.87,1.99,6.62,3.28,4.28,0.4,0.14,0.38,0.09,0.04,0.26,0.02,0.13,0.03,0.08,0,13.03,5.28,5.11,0.11,0.22,0.18,0,0.61,0.26,0.09,1.07,0.09
1962-Miller.txt,1960,1962,Miller,117591,86.94,68.66,20.31,42.46,21.31,26.41,83.89,50.72,10.06,4.64,0.13,1.13,0.44,2.06,0.89,5.4,9.44,14.78,7.93,4.07,5.81,1.12,12.67,5.64,3.04,1.62,2.01,2.59,4.13,2.47,1.55,0.33,0.38,0.26,8.07,0.21,0.07,0.12,2.29,15.05,4.1,2.45,1.69,3.52,1.98,3.53,2.6,1.02,0.49,0.48,1.78,0.75,0.68,0.1,0.26,6.62,1.88,1.66,2.21,0.93,0.56,3.42,8.01,1.04,12.01,1.59,6.3,4.17,3.7,0.45,0.13,0.36,0.16,0.08,0.24,0.01,0.08,0.1,0.07,0,11.6,4.43,5.35,0.15,0.47,0.3,0.02,0.38,0,0.17,0.27,0.06
1963-Kendler.txt,1960,1963,Kendler,331228,91.92,64.28,21.72,25.45,19.21,29.08,82.17,48.08,8.15,3.49,0.1,0.57,0.46,1.37,0.99,4.66,9.77,14.9,7.59,3.42,5.43,1,11.52,5.66,3.21,1.58,2.58,2.8,4.31,2.12,2.14,0.59,0.45,0.35,7.23,0.27,0.09,0.35,1.43,14.65,3.84,3.33,1.43,3.11,1.49,3.49,2.47,1.16,0.34,0.34,2.08,0.79,0.78,0.15,0.49,7.07,1.66,1.86,2.63,0.96,0.81,2.88,7.32,1,11.69,1.9,6.01,3.79,4.04,0.53,0.13,0.33,0.12,0.06,0.23,0.02,0.11,0.02,0.09,0,12.42,5.17,4.78,0.18,0.2,0.17,0.02,0.54,0.01,0.1,1.15,0.11
1966-McKeachie_&_Doyle.txt,1960,1966,McKeachie_&_Doyle,226106,93.72,70.61,21.87,29.09,18.33,28.32,82.59,47.45,8.01,3.58,0.14,0.95,0.24,1.48,0.78,4.42,9.84,15.41,6.77,3.27,5.42,0.81,11.25,5.7,3.44,1.69,3.05,3.02,4.4,2.26,2.06,0.57,0.41,0.35,8.64,0.41,0.13,0.36,1.62,14.38,4.08,3.55,1.29,3.08,1.01,3.45,2.69,1.1,0.33,0.46,1.89,0.78,0.69,0.13,0.4,8.07,2.39,2.18,2.66,1.07,0.71,2.97,6.93,1.1,11.43,1.74,6.15,3.58,4.17,0.49,0.17,0.27,0.11,0.05,0.2,0.01,0.1,0.02,0.07,0,13.42,5.33,4.65,0.22,0.27,0.29,0.02,0.74,0.12,0.18,1.42,0.18
1968-Kagen_&_Havermann.txt,1960,1968,Kagen_&_Havermann,224939,92.65,69.31,27.97,28.41,21.5,24.16,83.75,49.06,8.38,3.74,0.17,1.04,0.34,1.29,0.89,4.64,10.12,15.51,6.73,3.7,6.27,0.74,11.98,6,3.34,1.59,2.81,3.16,4.3,2.16,2,0.64,0.44,0.33,7.91,0.36,0.11,0.44,1.37,14.1,3.93,2.68,1.15,3.65,1.42,3.32,3.08,1.24,0.52,0.6,2.37,1.14,0.76,0.12,0.44,7.27,2.01,1.72,2.7,1.12,0.53,2.92,7.58,0.92,12.51,1.88,7.02,3.76,3.54,0.54,0.21,0.31,0.1,0.07,0.25,0.02,0.1,0.05,0.08,0.01,11.86,4.65,4.86,0.16,0.43,0.15,0.01,0.47,0.01,0.1,0.87,0.15
1969-CRM_Books.txt,1960,1969,CRM_Books,129218,92.36,64.54,22.58,31.39,20.96,28.33,80.87,47.34,7.9,3.43,0.42,0.64,0.19,1.35,0.84,4.47,9.37,15.19,6.57,3.5,6.1,0.94,10.88,5.22,2.9,1.43,1.98,2.49,4.33,2.29,1.96,0.53,0.5,0.34,7.45,0.25,0.13,0.39,1.49,12.87,3.54,2.47,1.25,2.99,1.32,3.18,2.21,1.07,0.38,0.37,1.93,0.58,0.89,0.17,0.34,6.94,1.78,1.66,2.79,0.84,0.63,3.05,6.74,0.91,11.95,1.59,6.55,3.88,4.18,0.89,0.19,0.31,0.23,0.12,0.31,0.02,0.13,0.06,0.12,0.01,12.78,4.68,5.35,0.2,0.3,0.22,0.02,0.84,0.04,0.24,0.66,0.23
1973-Bourne_&_Ekstrand.txt,1970,1973,Bourne_&_Ekstrand,259694,90.86,65.03,19.79,21.82,18.81,28.74,80.92,46.51,7.58,3.29,0.31,0.52,0.38,1.36,0.73,4.29,8.89,14.54,7.43,3.63,5.72,0.91,12.11,5.34,2.87,1.4,2.3,2.61,4.49,2.05,2.31,0.58,0.5,0.39,7.49,0.3,0.09,0.3,1.43,14.68,3.95,3.15,1.49,3.69,1.33,3.27,2.35,0.95,0.42,0.37,2.45,0.72,1.19,0.17,0.5,6.99,1.58,1.89,2.59,0.95,0.82,2.49,7.91,1.15,11.22,1.85,5.79,3.61,3.95,0.75,0.16,0.27,0.19,0.13,0.34,0.04,0.18,0.05,0.08,0.01,16.06,5.51,5.31,0.29,0.19,0.32,0.05,0.87,0.64,0.73,1.21,0.94
1974-Haber & Runyon.txt,1970,1974,Haber & Runyon,188791,91.96,72.02,21.34,21.76,16.37,29.09,80.66,45.93,8.44,4.19,0.4,0.83,0.79,1.33,0.83,4.25,9.06,14.54,6.63,3.28,5.32,0.8,11.3,5.28,2.78,1.38,2.59,2.66,4.57,2.08,2.34,0.75,0.5,0.35,8.25,0.39,0.12,0.58,1.25,12.98,3.45,2.9,1.12,3.18,1.24,2.8,2.6,1.17,0.38,0.45,2.55,0.96,1.08,0.17,0.46,7.01,1.88,1.73,2.45,0.96,0.71,2.84,6.9,1.06,12.03,1.93,6.09,4.04,4.15,0.63,0.18,0.35,0.11,0.1,0.41,0.03,0.18,0.08,0.13,0,16.5,6.12,5.51,0.27,0.23,0.37,0.04,0.72,0.83,0.54,1.64,0.23
1974-McConnell.txt,1970,1974,McConnell,394580,82.97,78.44,25.37,32.96,17.84,21.87,83.69,49.76,10.92,6.09,0.6,0.8,2.07,1.47,1.14,4.83,8.75,14.08,7.05,4.33,6.69,1,13.18,5.44,2.97,1.55,1.63,2.89,4.5,2.42,2,0.43,0.47,0.38,10.54,0.39,0.17,0.82,1.44,13.57,2.85,2.13,1.93,4.32,1.22,3.91,2.99,1.3,0.58,0.59,3.48,1.49,1.2,0.29,0.62,6.96,1.91,1.39,2.76,1.07,0.58,3.58,7.56,1.24,13.06,1.92,6.88,4.42,2.73,0.62,0.21,0.34,0.17,0.11,0.4,0.04,0.09,0.08,0.19,0,17.85,5.31,5.01,0.11,0.23,0.42,0.09,1.07,2.55,1.25,1.53,0.29
1976_Davidoff.txt,1970,1976,Davidoff,228077,90.16,71.22,25.77,19.92,15.89,31.12,80.58,42.62,7.92,3.89,0.4,0.49,0.55,0.88,1.56,4.03,7.96,13.3,5.64,3.34,6,0.79,10.74,5.49,2.88,1.52,3.37,2.67,5.17,2.32,2.71,0.78,0.64,0.42,8.58,0.41,0.14,0.57,0.87,13.56,4.04,2.95,1.28,3.29,1.14,2.82,2.36,1.03,0.28,0.46,2.82,1,1.22,0.29,0.48,7.58,1.69,1.87,2.99,0.97,0.85,2.6,6.78,0.82,12.01,1.89,6.04,4.16,4.64,0.62,0.24,0.37,0.21,0.09,0.32,0.03,0.17,0.05,0.07,0,17.37,5.98,5.69,0.37,0.69,0.44,0.01,0.88,0.09,0.3,1.74,1.17
1977-Coon.txt,1970,1977,Coon,211967,89.12,70.31,24.96,21.05,14.16,27.88,81.63,45.14,7.68,3.48,0.33,0.34,1.21,0.92,0.68,4.2,8.26,13.81,7.52,3.3,5.99,0.8,12.62,5.42,2.79,1.45,2.78,2.55,5.43,2.46,2.77,0.76,0.58,0.46,8.34,0.36,0.15,0.48,0.91,14.35,4.13,2.86,1.51,4.1,1.22,3.4,2.77,1.13,0.44,0.64,3.35,1.29,1.27,0.42,0.6,6.99,1.48,1.77,2.68,1.02,0.91,2.67,8.27,1.02,11.52,1.83,5.79,3.95,3.31,0.81,0.21,0.34,0.14,0.18,0.26,0.03,0.11,0.06,0.06,0,16.25,6.33,5.09,0.64,0.14,0.84,0.09,0.75,0.03,0.31,1.76,0.28
1979-Lefton.txt,1970,1979,Lefton,218973,86.9,69.75,23.78,25.65,17.69,28.16,83.33,46.77,7.91,3.53,0.26,0.56,0.29,1.14,1.28,4.38,8.36,13.76,8.03,3.83,6.17,0.97,12.63,5.36,2.74,1.59,2.53,2.76,4.39,2.13,2.14,0.62,0.4,0.36,8.99,0.5,0.11,0.61,1.05,13.74,3.48,2.94,1.31,3.52,1.13,3.37,2.27,0.93,0.36,0.48,3.6,0.99,1.67,0.48,0.79,7.22,1.91,1.76,2.54,1.03,0.69,2.47,8.77,1.03,12.06,2.18,5.6,4.34,3.62,0.68,0.19,0.27,0.1,0.08,0.24,0.07,0.06,0.04,0.08,0,13.07,5.63,4.71,0.19,0.51,0.18,0.03,0.59,0.16,0.29,0.63,0.15
1981-Gleitman.txt,1980,1981,Gleitman,357005,89.94,61.6,26.84,24.3,19.07,26.66,80.57,48.43,8.59,2.96,0.13,0.74,0.07,0.87,1.16,5.62,9.65,14.43,7.29,4.07,5.76,0.98,11.67,5.81,3.54,1.82,2.61,2.95,3.55,1.69,1.79,0.5,0.41,0.31,6.88,0.28,0.1,0.46,0.87,13.89,3.75,2.74,1.04,3.38,1.42,3.59,2.9,1.45,0.45,0.35,2.25,0.85,0.87,0.21,0.38,5.81,1.68,1.35,2.06,0.79,0.56,2.73,7.97,0.95,11.73,1.66,6.41,3.73,2.48,0.5,0.12,0.27,0.14,0.1,0.27,0.03,0.1,0.04,0.09,0,14.25,5.15,4.75,0.18,0.35,0.5,0.02,0.77,0.01,0.24,2.15,0.14
1983-Lahey.txt,1980,1983,Lahey,225990,90.8,67.93,28.64,25.69,19.13,28.13,82.97,46.9,8.29,3.65,0.31,0.92,0.66,0.77,0.99,4.64,8.52,15.11,6.9,3.57,5.79,0.97,11.77,5.71,3.03,1.23,2.4,2.67,4.78,2.3,2.3,0.72,0.38,0.36,8.15,0.29,0.12,0.43,0.73,14.66,4.15,2.94,1.48,3.18,1.17,3.77,2.67,1.05,0.36,0.54,3.1,1.06,1.32,0.34,0.47,7.24,2.11,1.73,2.45,0.94,0.73,2.73,7.59,0.77,11.65,1.75,6,3.95,4.14,0.65,0.18,0.29,0.13,0.13,0.24,0.02,0.11,0.04,0.08,0,13.31,5.05,5,0.33,0.22,0.28,0.03,0.49,0.02,0.19,1.41,0.27
1984-Carlson.txt,1980,1984,Carlson,295653,90.74,67.18,22.8,23.18,18.05,28.71,80.58,46.21,8.43,3.62,0.26,0.83,0.49,0.86,1.18,4.81,9.37,13.81,6.51,3.38,5.82,0.97,11.27,5.31,2.93,1.27,2.88,2.5,3.79,1.76,1.93,0.51,0.39,0.37,7.88,0.28,0.1,0.58,0.76,14.46,4.1,3.38,1.25,3.2,1.14,3.51,3.25,1.43,0.56,0.5,3.22,1.42,1.2,0.35,0.48,5.75,1.72,1.24,1.98,0.74,0.6,2.7,7.44,0.86,10.77,1.98,5.34,3.6,2.98,0.51,0.15,0.33,0.1,0.06,0.22,0.02,0.08,0.05,0.08,0,14.3,5.58,4.86,0.28,0.42,0.12,0.02,0.64,0.02,0.16,1.92,0.29
1986-Myers.txt,1980,1986,Myers,214509,85.72,73.7,28.56,27.87,19.67,28.76,81.02,45.03,8.86,4.08,0.28,1.3,0.65,0.53,1.32,4.78,7.41,13.6,6.58,3.77,6.51,0.85,11.11,5.84,3.44,1.88,3.02,2.74,4.91,2.4,2.28,0.64,0.53,0.47,9.04,0.38,0.13,0.46,0.65,14.27,4.43,2.7,1.17,3.53,1.13,3.49,2.79,1.07,0.45,0.52,3.52,1.29,1.41,0.4,0.62,7.25,2.53,1.65,2.42,0.85,0.63,2.42,7.28,1.05,11.1,1.59,5.48,4.13,3.43,0.71,0.16,0.28,0.19,0.15,0.29,0.02,0.1,0.09,0.09,0,18.04,4.74,6.45,0.3,0.25,0.48,0.03,1.02,1.34,0.89,2.27,0.26
1987-Feldman.txt,1980,1987,Feldman,221962,92.63,67.68,28.98,27.3,20.02,29.19,81.34,45.45,7.91,3.35,0.32,0.67,0.67,0.7,0.99,4.56,8.91,14.8,6.56,3.28,5.38,0.78,11.35,5.41,2.92,1.57,3.01,2.34,4.47,2.2,2.11,0.49,0.39,0.36,7.46,0.22,0.09,0.36,0.59,14.37,4.22,3.14,1.37,3.27,1.27,3.06,2.49,1.02,0.33,0.48,2.93,1.02,1.34,0.23,0.46,6.87,1.7,1.79,2.24,1.1,0.78,2.41,7.45,1.02,12.16,2.17,6.19,3.82,3.94,0.59,0.16,0.28,0.1,0.09,0.45,0.05,0.24,0.04,0.14,0,15.75,4.83,5.81,0.8,0.34,0.28,0.03,0.93,0.03,0.26,2.12,0.32
1989-Weiten.txt,1980,1989,Weiten,301872,91.22,72.67,25.6,24.38,17.45,31.58,79.36,43.57,8.07,3.75,0.22,0.88,1.07,0.59,1,4.31,7.58,14.73,6.12,3.64,5.25,0.75,10.56,5.43,2.82,1.32,2.73,2.52,4.95,2.33,2.41,0.77,0.44,0.36,7.92,0.24,0.15,0.28,0.61,14.49,4.24,3.31,1.32,3.43,1.13,2.86,2.25,1.12,0.28,0.33,2.73,0.84,1.3,0.29,0.37,7.49,2.08,1.93,2.45,1.05,0.8,2.29,7.08,0.92,11.64,1.81,6.37,3.52,4.3,0.63,0.17,0.4,0.1,0.1,0.25,0.01,0.07,0.04,0.13,0,15.55,5.52,5.5,0.29,0.16,0.3,0.03,0.7,0.04,0.58,2.11,0.33
1990-Sdorow.txt,1990,1990,Sdorow,235475,94.43,73.12,18.83,30.36,19.6,31.24,78.93,43.03,7.56,3.42,0.12,0.46,0.99,0.8,1.04,4.14,8.65,14.76,5.62,2.55,5.22,0.65,10.04,5.43,3.04,1.49,3,2.16,4.88,2.47,2.2,0.54,0.5,0.44,8.42,0.27,0.15,0.44,0.8,12.95,3.96,3.13,1.11,2.87,0.82,2.89,2.43,0.87,0.41,0.47,3.36,1.29,1.32,0.37,0.61,6.79,1.82,1.86,2.53,0.93,0.63,2.89,5.51,1.01,10.63,1.68,5.66,3.37,4.65,0.91,0.21,0.33,0.2,0.13,0.24,0.05,0.1,0.03,0.07,0,15.22,4.97,6.11,0.21,0.04,0.24,0.02,0.84,0.01,0.18,2.17,0.42
1991-Morris.txt,1990,1991,Morris,195812,89.4,69.09,32.84,23.11,19.7,27.58,83.04,46.74,8.38,3.57,0.21,0.84,0.56,0.65,1.31,4.81,8.3,14.83,6.62,3.79,6.49,0.85,11.43,6.01,3.37,1.47,2.4,3.07,4.76,2.2,2.37,0.75,0.41,0.41,8.36,0.46,0.15,0.49,0.67,14.55,3.93,2.84,1.33,3.7,1.21,3.71,2.91,1.26,0.39,0.55,3.09,1.13,1.26,0.29,0.58,7.33,2.14,1.74,2.53,0.96,0.79,2.43,7.73,1.02,12.46,1.97,6.44,4.09,3.52,0.6,0.23,0.3,0.11,0.12,0.19,0.01,0.05,0.04,0.1,0,13.99,4.96,5.65,0.24,0.25,0.21,0.02,0.68,0.04,0.2,1.5,0.24
1991_Gray.txt,1990,1991,Gray,203627,92.31,63.14,32.6,30.74,25.89,27.76,81.33,47.12,8.18,2.85,0.22,0.31,0.42,0.66,1.24,5.32,8.81,15.69,6.33,3.38,6.2,0.92,10.77,5.94,3.63,1.58,2.59,2.97,3.63,1.91,1.62,0.47,0.38,0.3,7.73,0.34,0.08,0.44,0.79,14.77,3.94,3.21,1.2,3.49,1.15,3.96,2.29,0.96,0.37,0.34,2.34,0.76,1.03,0.2,0.45,6.08,1.53,1.61,2.29,0.9,0.51,2.75,6.88,0.84,12.03,1.91,6.68,3.5,3.44,0.44,0.14,0.24,0.11,0.05,0.29,0.01,0.16,0.03,0.09,0.01,13.98,3.73,5.7,0.18,0.24,0.21,0.02,0.86,0,0.32,2.39,0.34
1995-Davis & Palladino.txt,1990,1995,Davis & Palladino,305789,91.49,71.7,24.29,23.38,16.58,29.47,79.59,44.21,7.72,3.52,0.17,0.8,0.98,0.61,0.95,4.2,8.55,14.01,6.71,2.99,5.59,0.83,11.24,5.35,3.05,1.47,3.35,2.48,4.46,2.08,2.23,0.65,0.46,0.41,8.14,0.33,0.2,0.48,0.65,13.58,4.02,3.17,1.19,3.02,0.95,3.16,2.34,0.92,0.38,0.4,3.45,1.1,1.6,0.33,0.64,6.97,1.98,1.67,2.4,0.93,0.74,2.61,7.51,0.81,11.28,1.88,5.6,3.88,3.94,0.73,0.23,0.34,0.09,0.16,0.22,0.02,0.1,0.03,0.07,0,15.8,5.68,4.96,0.23,0.38,0.55,0.02,0.85,0.12,0.17,2.36,0.48
