underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
IBM,2013-04-26,IBM,2013-04-26,250.000,P,0.0000,0.0000,0.0000,0.0000,0,27,55.2500,41,56.0000,194.3900,194.4200,63,54.0000,10,57.3000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,255.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,664,0.0300,194.3900,194.4200,0,0.0000,283,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,255.000,P,0.0000,0.0000,0.0000,0.0000,0,27,60.1500,41,61.0000,194.3900,194.4200,22,59.0500,1,62.3000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,260.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,520,0.0300,194.3900,194.4200,0,0.0000,309,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,260.000,P,0.0000,0.0000,0.0000,0.0000,0,27,65.2500,41,66.0000,194.3900,194.4200,10,64.0000,10,67.3000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,265.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,829,0.0300,194.3900,194.4200,0,0.0000,456,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,265.000,P,0.0000,0.0000,0.0000,0.0000,0,27,70.1500,41,71.0000,194.3900,194.4200,1,69.0500,1,72.3500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,270.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,573,0.0300,194.3900,194.4200,0,0.0000,299,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-04-26,270.000,P,0.0000,0.0000,0.0000,0.0000,0,27,75.2500,41,76.0000,194.3900,194.4200,54,74.0500,1,77.4000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,135.000,C,0.0000,0.0000,0.0000,0.0000,0,162,57.6500,36,60.1000,194.3900,194.4200,21,57.6500,21,60.1000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,135.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,863,0.0300,194.3900,194.4200,0,0.0000,881,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,140.000,C,0.0000,0.0000,0.0000,0.0000,0,163,52.6000,36,55.1000,194.3900,194.4200,23,52.6000,21,55.1000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,140.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,870,0.0300,194.3900,194.4200,0,0.0000,839,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,145.000,C,0.0000,0.0000,0.0000,0.0000,0,36,47.9000,49,51.0000,194.3900,194.4200,10,47.7000,1,51.0000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,145.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,807,0.0300,194.3900,194.4200,0,0.0000,733,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,150.000,C,0.0000,0.0000,0.0000,0.0000,0,119,42.5500,36,45.1000,194.3900,194.4200,20,42.5500,21,45.1000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,150.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,545,0.0300,194.3900,194.4200,0,0.0000,534,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,155.000,C,0.0000,0.0000,0.0000,0.0000,0,96,39.1500,96,39.9000,194.3900,194.4200,20,37.4000,21,41.0000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,155.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,179,0.0200,194.3900,194.4200,0,0.0000,210,0.0200,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,160.000,C,0.0000,0.0000,0.0000,0.0000,0,58,32.2500,53,34.7000,194.3900,194.4200,20,32.3000,20,36.1000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,160.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,3010,0.0400,194.3900,194.4200,0,0.0000,2312,0.0400,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,165.000,C,0.0000,0.0000,0.0000,0.0000,0,119,27.2500,20,29.8000,194.3900,194.4200,20,27.2500,20,31.0500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,165.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1364,0.0400,194.3900,194.4200,0,0.0000,1084,0.0400,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,170.000,C,0.0000,0.0000,0.0000,0.0000,0,259,22.2000,254,24.8500,194.3900,194.4200,175,22.2000,159,24.8500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,170.000,P,0.0000,0.0000,0.0000,0.0000,0,1,0.0200,204,0.0300,194.3900,194.4200,1,0.0200,175,0.0300,194.3100,194.3200,0.0000,127,
IBM,2013-04-26,IBM,2013-05-03,175.000,C,0.0000,0.0000,0.0000,0.0000,0,299,18.1500,243,19.7000,194.3900,194.4200,168,18.1500,156,20.2500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,175.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,766,0.0500,194.3900,194.4200,0,0.0000,397,0.0500,194.3100,194.3200,0.0000,117,
IBM,2013-04-26,IBM,2013-05-03,180.000,C,14.5000,14.5000,13.4000,14.4800,32,208,14.3500,386,14.6000,194.3900,194.4200,287,14.1500,233,14.7500,194.3100,194.3200,14.0275,125,
IBM,2013-04-26,IBM,2013-05-03,180.000,P,0.0500,0.0500,0.0300,0.0500,88,180,0.0300,2,0.0500,194.3900,194.4200,184,0.0300,2,0.0500,194.3100,194.3200,0.0455,714,
IBM,2013-04-26,IBM,2013-05-03,185.000,C,9.3500,9.6600,8.8500,9.6600,24,221,9.4000,356,9.6500,194.3900,194.4200,286,9.2000,167,9.5500,194.3100,194.3200,8.9725,111,
IBM,2013-04-26,IBM,2013-05-03,185.000,P,0.1300,0.1300,0.0900,0.1000,102,2,0.1000,15,0.1100,194.3900,194.4200,165,0.0800,34,0.1100,194.3100,194.3200,0.1078,901,
IBM,2013-04-26,IBM,2013-05-03,190.000,C,5.0400,5.0500,4.0000,4.7400,261,696,4.6000,877,4.8500,194.3900,194.4200,344,4.5500,715,4.8000,194.3100,194.3200,4.4889,979,
IBM,2013-04-26,IBM,2013-05-03,190.000,P,0.4100,0.5300,0.3100,0.3500,411,5,0.3300,10,0.3400,194.3900,194.4200,77,0.3300,22,0.3600,194.3100,194.3200,0.3844,803,
IBM,2013-04-26,IBM,2013-05-03,195.000,C,1.4700,1.4700,0.8500,1.2100,1377,262,1.1800,79,1.2400,194.3900,194.4200,140,1.1400,88,1.2100,194.3100,194.3200,1.1691,1377,
IBM,2013-04-26,IBM,2013-05-03,195.000,P,1.9200,2.4900,1.7400,1.7700,321,80,1.7800,211,1.8400,194.3900,194.4200,118,1.7900,131,1.8900,194.3100,194.3200,2.0521,1112,
IBM,2013-04-26,IBM,2013-05-03,200.000,C,0.2400,0.2400,0.1200,0.1500,382,22,0.1500,25,0.1600,194.3900,194.4200,21,0.1500,31,0.1600,194.3100,194.3200,0.1564,776,
IBM,2013-04-26,IBM,2013-05-03,200.000,P,5.8000,6.6000,5.6000,5.6100,106,331,5.6500,407,5.8500,194.3900,194.4200,243,5.5000,285,5.9500,194.3100,194.3200,5.9897,574,
IBM,2013-04-26,IBM,2013-05-03,205.000,C,0.0500,0.0600,0.0500,0.0500,91,331,0.0300,280,0.0600,194.3900,194.4200,147,0.0300,10,0.0400,194.3100,194.3200,0.0504,497,
IBM,2013-04-26,IBM,2013-05-03,205.000,P,11.2500,11.2500,11.2500,11.2500,10,335,10.5000,239,10.7500,194.3900,194.4200,211,10.4000,247,10.9000,194.3100,194.3200,11.2500,495,
IBM,2013-04-26,IBM,2013-05-03,210.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,47,0.0300,194.3900,194.4200,0,0.0000,33,0.0300,194.3100,194.3200,0.0000,951,
IBM,2013-04-26,IBM,2013-05-03,210.000,P,0.0000,0.0000,0.0000,0.0000,0,215,15.5000,225,15.7500,194.3900,194.4200,181,15.3000,9,15.8000,194.3100,194.3200,0.0000,406,
IBM,2013-04-26,IBM,2013-05-03,215.000,C,0.0000,0.0000,0.0000,0.0000,0,6,0.0100,3,0.0200,194.3900,194.4200,6,0.0100,72,0.0300,194.3100,194.3200,0.0000,809,
IBM,2013-04-26,IBM,2013-05-03,215.000,P,0.0000,0.0000,0.0000,0.0000,0,83,20.2500,47,20.8500,194.3900,194.4200,10,19.1000,21,22.2500,194.3100,194.3200,0.0000,20,
IBM,2013-04-26,IBM,2013-05-03,220.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,303,0.0300,194.3900,194.4200,0,0.0000,232,0.0300,194.3100,194.3200,0.0000,669,
IBM,2013-04-26,IBM,2013-05-03,220.000,P,0.0000,0.0000,0.0000,0.0000,0,124,23.9000,44,25.8500,194.3900,194.4200,41,23.9000,11,27.3000,194.3100,194.3200,0.0000,5,
IBM,2013-04-26,IBM,2013-05-03,225.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,92,0.0200,194.3900,194.4200,0,0.0000,75,0.0200,194.3100,194.3200,0.0000,348,
IBM,2013-04-26,IBM,2013-05-03,225.000,P,0.0000,0.0000,0.0000,0.0000,0,135,29.2500,51,30.8500,194.3900,194.4200,42,29.2500,21,32.2500,194.3100,194.3200,0.0000,18,
IBM,2013-04-26,IBM,2013-05-03,230.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,44,0.0200,194.3900,194.4200,0,0.0000,33,0.0200,194.3100,194.3200,0.0000,710,
IBM,2013-04-26,IBM,2013-05-03,230.000,P,0.0000,0.0000,0.0000,0.0000,0,37,34.1000,51,37.1500,194.3900,194.4200,21,34.1000,10,37.3000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,235.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,377,0.0300,194.3900,194.4200,0,0.0000,180,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,235.000,P,0.0000,0.0000,0.0000,0.0000,0,36,39.5000,20,42.1500,194.3900,194.4200,21,39.5000,1,42.2500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,240.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,92,0.0200,194.3900,194.4200,0,0.0000,125,0.0200,194.3100,194.3200,0.0000,31,
IBM,2013-04-26,IBM,2013-05-03,240.000,P,0.0000,0.0000,0.0000,0.0000,0,38,43.9500,1,47.2000,194.3900,194.4200,41,43.9500,20,47.5000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,245.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,438,0.0300,194.3900,194.4200,0,0.0000,246,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,245.000,P,0.0000,0.0000,0.0000,0.0000,0,23,48.9500,22,52.1000,194.3900,194.4200,45,48.9500,10,52.3000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,250.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,307,0.0300,194.3900,194.4200,0,0.0000,193,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,250.000,P,0.0000,0.0000,0.0000,0.0000,0,59,54.1500,66,57.2000,194.3900,194.4200,43,54.1500,51,57.3500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,260.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,365,0.0300,194.3900,194.4200,0,0.0000,257,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,260.000,P,0.0000,0.0000,0.0000,0.0000,0,23,64.1000,1,67.2000,194.3900,194.4200,32,64.1000,1,67.3000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,270.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,3,0.0200,194.3900,194.4200,0,0.0000,250,0.0300,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-03,270.000,P,0.0000,0.0000,0.0000,0.0000,0,38,73.8500,1,77.2000,194.3900,194.4200,2,73.9500,10,77.3000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,155.000,C,0.0000,0.0000,0.0000,0.0000,0,75,37.5500,23,41.0000,194.3900,194.4200,2,37.6000,2,41.0000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,155.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1962,0.0400,194.3900,194.4200,0,0.0000,2313,0.0400,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,160.000,C,0.0000,0.0000,0.0000,0.0000,0,183,32.9000,23,36.0000,194.3900,194.4200,52,32.7000,22,36.0500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,160.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,2860,0.0500,194.3900,194.4200,0,0.0000,2593,0.0500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,165.000,C,0.0000,0.0000,0.0000,0.0000,0,151,27.8000,40,29.7000,194.3900,194.4200,10,27.7500,21,31.0000,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,165.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1128,0.0500,194.3900,194.4200,0,0.0000,348,0.0500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,170.000,C,0.0000,0.0000,0.0000,0.0000,0,27,24.2500,57,24.6500,194.3900,194.4200,117,24.2000,164,24.7000,194.3100,194.3200,0.0000,2,
IBM,2013-04-26,IBM,2013-05-10,170.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,2333,0.0800,194.3900,194.4200,0,0.0000,999,0.0800,194.3100,194.3200,0.0000,17,
IBM,2013-04-26,IBM,2013-05-10,175.000,C,0.0000,0.0000,0.0000,0.0000,0,322,18.0000,260,19.7500,194.3900,194.4200,187,18.0000,190,19.7500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,175.000,P,0.0500,0.0500,0.0500,0.0500,10,0,0.0000,1972,0.0900,194.3900,194.4200,0,0.0000,339,0.0900,194.3100,194.3200,0.0500,34,
IBM,2013-04-26,IBM,2013-05-10,180.000,C,0.0000,0.0000,0.0000,0.0000,0,298,14.3000,294,14.7000,194.3900,194.4200,204,14.2000,216,14.7500,194.3100,194.3200,0.0000,0,
IBM,2013-04-26,IBM,2013-05-10,180.000,P,0.1300,0.1400,0.1300,0.1400,30,190,0.1100,708,0.1500,194.3900,194.4200,227,0.1100,369,0.1500,194.3100,194.3200,0.1333,157,
IBM,2013-04-26,IBM,2013-05-10,185.000,C,9.3500,9.3500,8.5000,8.5000,66,411,9.4000,875,9.7000,194.3900,194.4200,706,9.2500,681,9.8000,194.3100,194.3200,9.1803,84,
IBM,2013-04-26,IBM,2013-05-10,185.000,P,0.3500,0.3700,0.2900,0.2900,32,36,0.2800,156,0.3100,194.3900,194.4200,444,0.2600,307,0.3200,194.3100,194.3200,0.3184,288,
IBM,2013-04-26,IBM,2013-05-10,190.000,C,4.8000,5.0000,4.1000,5.0000,73,227,4.9000,261,5.0500,194.3900,194.4200,364,4.8000,277,5.2000,194.3100,194.3200,4.5788,389,
IBM,2013-04-26,IBM,2013-05-10,190.000,P,1.0800,1.2200,0.9000,0.9400,342,5,0.9200,198,0.9700,194.3900,194.4200,241,0.9100,200,0.9800,194.3100,194.3200,0.9757,307,
IBM,2013-04-26,IBM,2013-05-10,195.000,C,1.8600,1.8600,1.2900,1.7100,105,12,1.6600,78,1.7100,194.3900,194.4200,44,1.6100,229,1.6900,194.3100,194.3200,1.6345,405,
IBM,2013-04-26,IBM,2013-05-10,195.000,P,3.2500,3.7000,2.9800,3.0000,327,106,2.9400,341,3.0500,194.3900,194.4200,120,2.9700,193,3.1000,194.3100,194.3200,3.5256,523,
IBM,2013-04-26,IBM,2013-05-10,200.000,C,0.4000,0.4000,0.3000,0.3000,21,129,0.3400,104,0.3800,194.3900,194.4200,295,0.3200,168,0.3800,194.3100,194.3200,0.3219,934,
IBM,2013-04-26,IBM,2013-05-10,200.000,P,6.7500,7.6900,6.7500,6.9000,294,279,6.7000,267,6.9500,194.3900,194.4200,424,6.6000,193,7.0500,194.3100,194.3200,6.9184,403,
IBM,2013-04-26,IBM,2013-05-10,205.000,C,0.0000,0.0000,0.0000,0.0000,0,1116,0.0400,2509,0.1500,194.3900,194.4200,696,0.0400,1710,0.1500,194.3100,194.3200,0.0000,471,
IBM,2013-04-26,IBM,2013-05-10,205.000,P,11.8000,12.5000,11.8000,12.5000,4,185,11.4500,16,11.7000,194.3900,194.4200,218,11.3500,184,11.8000,194.3100,194.3200,12.1500,926,
IBM,2013-04-26,IBM,2013-05-10,210.000,C,0.0000,0.0000,0.0000,0.0000,0,407,0.0100,240,0.0500,194.3900,194.4200,229,0.0100,221,0.0500,194.3100,194.3200,0.0000,546,
IBM,2013-04-26,IBM,2013-05-10,210.000,P,16.5700,16.5700,16.4000,16.4000,3,179,16.4500,335,16.7000,194.3900,194.4200,223,16.3000,171,16.7500,194.3100,194.3200,16.4567,315,
IBM,2013-04-26,IBM,2013-05-10,215.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,483,0.0400,194.3900,194.4200,0,0.0000,286,0.0400,194.3100,194.3200,0.0000,396,
IBM,2013-04-26,IBM,2013-05-10,215.000,P,0.0000,0.0000,0.0000,0.0000,0,41,21.0500,47,21.7500,194.3900,194.4200,21,20.8500,10,23.2000,194.3100,194.3200,0.0000,252,
